PAIRS: 11130
VAN:   Max Speed=40km/h
BIKE:  Max Speed=20km/h
---------------------------------------------

NA			 NB			  VAN(s)      BIKE(s)
02610 		 02620 		  278 		  278
02610 		 05066 		  137 		  137
02610 		 05108 		  349 		  349
02610 		 05294 		  371 		  371
02610 		 05295 		  101 		  101
02610 		 05296 		  99 		  99
02610 		 50541 		  401 		  401
02610 		 50547 		  311 		  311
02610 		 50548 		  286 		  286
02610 		 50569 		  214 		  214
02610 		 50583 		  616 		  616
02610 		 99991 		  314 		  314
02610 		 99992 		  188 		  188
02610 		 99993 		  247 		  247
02610 		 99994 		  369 		  369
02615 		 00001 		  1502 		  1783
02615 		 00002 		  316 		  316
02615 		 00754 		  575 		  575
02615 		 00770 		  463 		  463
02615 		 01098 		  313 		  313
02615 		 02016 		  200 		  200
02615 		 02027 		  76 		  76
02615 		 02032 		  105 		  105
02615 		 02035 		  159 		  159
02615 		 02040 		  179 		  179
02615 		 02062 		  125 		  125
02615 		 02079 		  160 		  160
02615 		 02083 		  193 		  193
02615 		 02087 		  134 		  134
02615 		 02094 		  148 		  148
02615 		 02098 		  167 		  167
02615 		 02104 		  193 		  193
02615 		 02114 		  78 		  78
02615 		 02117 		  54 		  54
02615 		 02127 		  114 		  114
02615 		 02135 		  93 		  93
02615 		 02137 		  49 		  49
02615 		 02143 		  12 		  12
02615 		 02152 		  37 		  37
02615 		 02157 		  60 		  60
02615 		 02160 		  31 		  31
02615 		 02178 		  107 		  107
02615 		 02182 		  182 		  182
02615 		 02193 		  218 		  218
02615 		 02195 		  209 		  209
02615 		 02205 		  112 		  112
02615 		 02212 		  207 		  207
02615 		 02216 		  234 		  234
02615 		 02223 		  243 		  243
02615 		 02234 		  262 		  262
02615 		 02236 		  248 		  248
02615 		 02243 		  95 		  95
02615 		 02246 		  141 		  141
02615 		 02251 		  110 		  110
02615 		 02258 		  117 		  117
02615 		 02262 		  217 		  217
02615 		 02263 		  180 		  180
02615 		 02264 		  160 		  160
02615 		 02279 		  136 		  136
02615 		 02282 		  164 		  164
02615 		 02283 		  153 		  153
02615 		 02294 		  206 		  206
02615 		 02296 		  100 		  100
02615 		 02303 		  61 		  61
02615 		 02305 		  84 		  84
02615 		 02311 		  93 		  93
02615 		 02312 		  114 		  114
02615 		 02317 		  115 		  115
02615 		 02320 		  96 		  96
02615 		 02324 		  108 		  108
02615 		 02325 		  120 		  120
02615 		 02328 		  135 		  135
02615 		 02332 		  142 		  142
02615 		 02342 		  133 		  133
02615 		 02347 		  162 		  162
02615 		 02348 		  230 		  230
02615 		 02373 		  225 		  225
02615 		 02375 		  254 		  254
02615 		 02376 		  177 		  177
02615 		 02380 		  163 		  163
02615 		 02383 		  186 		  186
02615 		 02394 		  231 		  231
02615 		 02403 		  284 		  284
02615 		 02432 		  260 		  260
02615 		 02453 		  303 		  303
02615 		 02466 		  377 		  377
02615 		 02472 		  255 		  255
02615 		 02476 		  261 		  261
02615 		 02490 		  324 		  324
02615 		 02494 		  336 		  336
02615 		 02505 		  360 		  360
02615 		 02511 		  334 		  334
02615 		 02513 		  351 		  351
02615 		 02530 		  480 		  480
02615 		 02539 		  262 		  262
02615 		 02540 		  267 		  267
02615 		 02542 		  246 		  246
02615 		 02551 		  250 		  250
02615 		 02560 		  279 		  279
02615 		 02563 		  299 		  299
02615 		 02566 		  173 		  173
02615 		 02590 		  204 		  204
02615 		 02593 		  295 		  295
02615 		 02597 		  105 		  105
02615 		 02610 		  113 		  113
02615 		 02620 		  266 		  266
02615 		 05066 		  131 		  131
02615 		 05108 		  258 		  258
02615 		 05294 		  471 		  471
02615 		 05295 		  165 		  165
02615 		 05296 		  185 		  185
02615 		 50541 		  289 		  289
02615 		 50547 		  198 		  198
02615 		 50548 		  198 		  198
02615 		 50569 		  128 		  128
02615 		 50583 		  526 		  526
02615 		 99991 		  415 		  415
02615 		 99992 		  257 		  257
02615 		 99993 		  161 		  161
02615 		 99994 		  255 		  255
02620 		 00001 		  1353 		  1606
02620 		 00002 		  284 		  284
02620 		 00754 		  356 		  356
02620 		 00770 		  185 		  185
02620 		 01098 		  491 		  491
02620 		 02016 		  356 		  356
02620 		 02027 		  302 		  302
02620 		 02032 		  270 		  270
02620 		 02035 		  337 		  337
02620 		 02040 		  317 		  317
02620 		 02062 		  300 		  300
02620 		 02079 		  313 		  313
02620 		 02083 		  281 		  281
02620 		 02087 		  278 		  278
02620 		 02094 		  245 		  245
02620 		 02098 		  228 		  228
02620 		 02104 		  200 		  200
02620 		 02114 		  253 		  253
02620 		 02117 		  232 		  232
02620 		 02127 		  235 		  235
02620 		 02135 		  194 		  194
02620 		 02137 		  303 		  303
02620 		 02143 		  263 		  263
02620 		 02152 		  192 		  192
02620 		 02157 		  158 		  158
02620 		 02160 		  238 		  238
02620 		 02178 		  163 		  163
02620 		 02182 		  171 		  171
02620 		 02193 		  144 		  144
02620 		 02195 		  127 		  127
02620 		 02205 		  110 		  110
02620 		 02212 		  97 		  97
02620 		 02216 		  72 		  72
02620 		 02223 		  120 		  120
02620 		 02234 		  75 		  75
02620 		 02236 		  90 		  90
02620 		 02243 		  260 		  260
02620 		 02246 		  307 		  307
02620 		 02251 		  275 		  275
02620 		 02258 		  297 		  297
02620 		 02262 		  382 		  382
02620 		 02263 		  345 		  345
02620 		 02264 		  324 		  324
02620 		 02279 		  307 		  307
02620 		 02282 		  329 		  329
02620 		 02283 		  318 		  318
02620 		 02294 		  374 		  374
02620 		 02296 		  264 		  264
02620 		 02303 		  222 		  222
02620 		 02305 		  219 		  219
02620 		 02311 		  175 		  175
02620 		 02312 		  156 		  156
02620 		 02317 		  280 		  280
02620 		 02320 		  260 		  260
02620 		 02324 		  215 		  215
02620 		 02325 		  346 		  346
02620 		 02328 		  331 		  331
02620 		 02332 		  188 		  188
02620 		 02342 		  63 		  63
02620 		 02347 		  36 		  36
02620 		 02348 		  39 		  39
02620 		 02373 		  50 		  50
02620 		 02375 		  39 		  39
02620 		 02376 		  308 		  308
02620 		 02380 		  209 		  209
02620 		 02383 		  156 		  156
02620 		 02394 		  275 		  275
02620 		 02403 		  193 		  193
02620 		 02432 		  409 		  409
02620 		 02453 		  429 		  429
02620 		 02466 		  425 		  425
02620 		 02472 		  374 		  374
02620 		 02476 		  302 		  302
02620 		 02490 		  425 		  425
02620 		 02494 		  336 		  336
02620 		 02505 		  277 		  277
02620 		 02511 		  398 		  398
02620 		 02513 		  381 		  381
02620 		 02530 		  367 		  367
02620 		 02539 		  68 		  68
02620 		 02540 		  73 		  73
02620 		 02542 		  53 		  53
02620 		 02551 		  56 		  56
02620 		 02560 		  64 		  64
02620 		 02563 		  82 		  82
02620 		 02566 		  140 		  140
02620 		 02590 		  170 		  170
02620 		 02593 		  178 		  178
02620 		 02597 		  209 		  209
02620 		 02610 		  278 		  278
02620 		 02615 		  266 		  266
02620 		 05066 		  295 		  295
02620 		 05108 		  456 		  456
02620 		 05294 		  259 		  259
02620 		 05295 		  329 		  329
02620 		 05296 		  334 		  334
02620 		 50541 		  146 		  146
02620 		 50547 		  219 		  219
02620 		 50548 		  380 		  380
02620 		 50569 		  309 		  309
02620 		 50583 		  352 		  352
02620 		 99991 		  303 		  303
02620 		 99992 		  440 		  440
02620 		 99993 		  336 		  336
02620 		 99994 		  98 		  98
05066 		 00001 		  1888 		  2263
05066 		 00002 		  455 		  455
05066 		 00754 		  538 		  538
05066 		 00770 		  612 		  612
05066 		 01098 		  218 		  218
05066 		 02016 		  250 		  250
05066 		 02027 		  38 		  38
05066 		 02032 		  52 		  52
05066 		 02035 		  150 		  150
05066 		 02040 		  219 		  219
05066 		 02062 		  158 		  158
05066 		 02079 		  285 		  285
05066 		 02083 		  320 		  320
05066 		 02087 		  227 		  227
05066 		 02094 		  241 		  241
05066 		 02098 		  260 		  260
05066 		 02104 		  313 		  313
05066 		 02114 		  108 		  108
05066 		 02117 		  87 		  87
05066 		 02127 		  207 		  207
05066 		 02135 		  228 		  228
05066 		 02137 		  95 		  95
05066 		 02143 		  132 		  132
05066 		 02152 		  131 		  131
05066 		 02157 		  165 		  165
05066 		 02160 		  96 		  102
05066 		 02178 		  261 		  261
05066 		 02182 		  302 		  302
05066 		 02193 		  329 		  329
05066 		 02195 		  335 		  335
05066 		 02205 		  226 		  226
05066 		 02212 		  334 		  334
05066 		 02216 		  360 		  360
05066 		 02223 		  352 		  352
05066 		 02234 		  388 		  388
05066 		 02236 		  373 		  373
05066 		 02243 		  69 		  69
05066 		 02246 		  80 		  80
05066 		 02251 		  97 		  97
05066 		 02258 		  119 		  119
05066 		 02262 		  197 		  197
05066 		 02263 		  147 		  147
05066 		 02264 		  146 		  146
05066 		 02279 		  236 		  236
05066 		 02282 		  203 		  203
05066 		 02283 		  216 		  216
05066 		 02294 		  269 		  269
05066 		 02296 		  92 		  92
05066 		 02303 		  90 		  94
05066 		 02305 		  111 		  116
05066 		 02311 		  123 		  128
05066 		 02312 		  146 		  148
05066 		 02317 		  139 		  139
05066 		 02320 		  141 		  141
05066 		 02324 		  139 		  139
05066 		 02325 		  164 		  164
05066 		 02328 		  297 		  297
05066 		 02332 		  168 		  168
05066 		 02342 		  205 		  205
05066 		 02347 		  233 		  233
05066 		 02348 		  332 		  332
05066 		 02373 		  255 		  255
05066 		 02375 		  284 		  284
05066 		 02376 		  274 		  274
05066 		 02380 		  189 		  189
05066 		 02383 		  211 		  211
05066 		 02394 		  305 		  305
05066 		 02403 		  360 		  360
05066 		 02432 		  280 		  280
05066 		 02453 		  356 		  356
05066 		 02466 		  412 		  412
05066 		 02472 		  306 		  306
05066 		 02476 		  334 		  334
05066 		 02490 		  387 		  387
05066 		 02494 		  387 		  387
05066 		 02505 		  445 		  445
05066 		 02511 		  386 		  386
05066 		 02513 		  403 		  403
05066 		 02530 		  461 		  461
05066 		 02539 		  363 		  363
05066 		 02540 		  369 		  369
05066 		 02542 		  348 		  348
05066 		 02551 		  352 		  352
05066 		 02560 		  309 		  309
05066 		 02563 		  328 		  328
05066 		 02566 		  205 		  205
05066 		 02590 		  234 		  234
05066 		 02593 		  373 		  373
05066 		 02597 		  120 		  123
05066 		 02610 		  137 		  137
05066 		 02615 		  131 		  131
05066 		 02620 		  295 		  295
05066 		 05108 		  217 		  217
05066 		 05294 		  550 		  550
05066 		 05295 		  39 		  39
05066 		 05296 		  59 		  59
05066 		 50541 		  401 		  401
05066 		 50547 		  311 		  311
05066 		 50548 		  161 		  161
05066 		 50569 		  73 		  73
05066 		 50583 		  489 		  489
05066 		 99991 		  494 		  494
05066 		 99992 		  157 		  157
05066 		 99993 		  152 		  152
05066 		 99994 		  373 		  373
05108 		 00001 		  1925 		  2280
05108 		 00002 		  489 		  489
05108 		 00754 		  571 		  571
05108 		 00770 		  984 		  984
05108 		 01098 		  433 		  433
05108 		 02016 		  294 		  294
05108 		 02027 		  226 		  226
05108 		 02032 		  272 		  272
05108 		 02035 		  183 		  183
05108 		 02040 		  302 		  302
05108 		 02062 		  186 		  186
05108 		 02079 		  314 		  314
05108 		 02083 		  352 		  352
05108 		 02087 		  342 		  342
05108 		 02094 		  276 		  276
05108 		 02098 		  295 		  295
05108 		 02104 		  421 		  421
05108 		 02114 		  204 		  204
05108 		 02117 		  212 		  212
05108 		 02127 		  242 		  242
05108 		 02135 		  256 		  256
05108 		 02137 		  222 		  222
05108 		 02143 		  256 		  256
05108 		 02152 		  281 		  281
05108 		 02157 		  294 		  294
05108 		 02160 		  284 		  284
05108 		 02178 		  288 		  288
05108 		 02182 		  435 		  435
05108 		 02193 		  459 		  459
05108 		 02195 		  362 		  362
05108 		 02205 		  344 		  344
05108 		 02212 		  361 		  361
05108 		 02216 		  388 		  388
05108 		 02223 		  482 		  482
05108 		 02234 		  415 		  415
05108 		 02236 		  802 		  802
05108 		 02243 		  289 		  289
05108 		 02246 		  296 		  296
05108 		 02251 		  315 		  315
05108 		 02258 		  330 		  330
05108 		 02262 		  413 		  413
05108 		 02263 		  363 		  363
05108 		 02264 		  357 		  357
05108 		 02279 		  452 		  452
05108 		 02282 		  419 		  419
05108 		 02283 		  432 		  432
05108 		 02294 		  484 		  484
05108 		 02296 		  297 		  297
05108 		 02303 		  304 		  304
05108 		 02305 		  327 		  327
05108 		 02311 		  341 		  341
05108 		 02312 		  364 		  364
05108 		 02317 		  350 		  350
05108 		 02320 		  339 		  339
05108 		 02324 		  358 		  358
05108 		 02325 		  366 		  366
05108 		 02328 		  512 		  512
05108 		 02332 		  389 		  389
05108 		 02342 		  385 		  385
05108 		 02347 		  414 		  414
05108 		 02348 		  454 		  454
05108 		 02373 		  476 		  476
05108 		 02375 		  491 		  491
05108 		 02376 		  489 		  489
05108 		 02380 		  411 		  411
05108 		 02383 		  433 		  433
05108 		 02394 		  520 		  520
05108 		 02403 		  575 		  575
05108 		 02432 		  495 		  495
05108 		 02453 		  571 		  571
05108 		 02466 		  628 		  628
05108 		 02472 		  522 		  522
05108 		 02476 		  549 		  549
05108 		 02490 		  602 		  602
05108 		 02494 		  603 		  603
05108 		 02505 		  661 		  661
05108 		 02511 		  602 		  602
05108 		 02513 		  619 		  619
05108 		 02530 		  677 		  677
05108 		 02539 		  837 		  837
05108 		 02540 		  833 		  833
05108 		 02542 		  850 		  850
05108 		 02551 		  853 		  853
05108 		 02560 		  870 		  870
05108 		 02563 		  889 		  889
05108 		 02566 		  424 		  424
05108 		 02590 		  455 		  455
05108 		 02593 		  588 		  588
05108 		 02597 		  337 		  337
05108 		 02610 		  349 		  349
05108 		 02615 		  258 		  258
05108 		 02620 		  456 		  456
05108 		 05066 		  217 		  217
05108 		 05294 		  1029 		  1029
05108 		 05295 		  232 		  232
05108 		 05296 		  266 		  266
05108 		 50541 		  522 		  522
05108 		 50547 		  436 		  436
05108 		 50548 		  242 		  242
05108 		 50569 		  150 		  150
05108 		 50583 		  524 		  524
05108 		 99991 		  700 		  700
05108 		 99992 		  363 		  363
05108 		 99993 		  183 		  183
05108 		 99994 		  399 		  399
05294 		 00001 		  1240 		  1491
05294 		 00002 		  455 		  455
05294 		 00754 		  519 		  519
05294 		 00770 		  88 		  88
05294 		 01098 		  432 		  432
05294 		 02016 		  588 		  588
05294 		 02027 		  500 		  500
05294 		 02032 		  456 		  456
05294 		 02035 		  597 		  597
05294 		 02040 		  563 		  563
05294 		 02062 		  559 		  559
05294 		 02079 		  524 		  524
05294 		 02083 		  493 		  493
05294 		 02087 		  527 		  527
05294 		 02094 		  490 		  490
05294 		 02098 		  463 		  463
05294 		 02104 		  446 		  446
05294 		 02114 		  535 		  535
05294 		 02117 		  505 		  505
05294 		 02127 		  496 		  496
05294 		 02135 		  473 		  473
05294 		 02137 		  503 		  503
05294 		 02143 		  462 		  462
05294 		 02152 		  477 		  477
05294 		 02157 		  373 		  373
05294 		 02160 		  443 		  443
05294 		 02178 		  445 		  445
05294 		 02182 		  404 		  404
05294 		 02193 		  380 		  380
05294 		 02195 		  366 		  366
05294 		 02205 		  369 		  369
05294 		 02212 		  330 		  330
05294 		 02216 		  325 		  325
05294 		 02223 		  359 		  359
05294 		 02234 		  317 		  317
05294 		 02236 		  297 		  297
05294 		 02243 		  449 		  449
05294 		 02246 		  424 		  424
05294 		 02251 		  390 		  390
05294 		 02258 		  375 		  375
05294 		 02262 		  401 		  401
05294 		 02263 		  357 		  357
05294 		 02264 		  356 		  356
05294 		 02279 		  308 		  308
05294 		 02282 		  352 		  352
05294 		 02283 		  337 		  337
05294 		 02294 		  285 		  285
05294 		 02296 		  403 		  403
05294 		 02303 		  412 		  412
05294 		 02305 		  409 		  409
05294 		 02311 		  374 		  374
05294 		 02312 		  304 		  304
05294 		 02317 		  373 		  373
05294 		 02320 		  376 		  376
05294 		 02324 		  404 		  404
05294 		 02325 		  348 		  348
05294 		 02328 		  333 		  333
05294 		 02332 		  326 		  326
05294 		 02342 		  323 		  323
05294 		 02347 		  295 		  295
05294 		 02348 		  290 		  290
05294 		 02373 		  225 		  225
05294 		 02375 		  224 		  224
05294 		 02376 		  310 		  310
05294 		 02380 		  304 		  304
05294 		 02383 		  305 		  305
05294 		 02394 		  235 		  235
05294 		 02403 		  221 		  221
05294 		 02432 		  350 		  350
05294 		 02453 		  275 		  275
05294 		 02466 		  294 		  294
05294 		 02472 		  248 		  248
05294 		 02476 		  217 		  217
05294 		 02490 		  271 		  271
05294 		 02494 		  171 		  171
05294 		 02505 		  113 		  113
05294 		 02511 		  244 		  244
05294 		 02513 		  227 		  227
05294 		 02530 		  245 		  245
05294 		 02539 		  327 		  327
05294 		 02540 		  323 		  323
05294 		 02542 		  274 		  274
05294 		 02551 		  350 		  350
05294 		 02560 		  203 		  203
05294 		 02563 		  178 		  178
05294 		 02566 		  289 		  289
05294 		 02590 		  242 		  242
05294 		 02593 		  224 		  224
05294 		 02597 		  399 		  399
05294 		 02610 		  371 		  371
05294 		 02615 		  471 		  471
05294 		 02620 		  259 		  259
05294 		 05066 		  550 		  550
05294 		 05108 		  1029 		  1029
05294 		 05295 		  519 		  519
05294 		 05296 		  501 		  501
05294 		 50541 		  364 		  364
05294 		 50547 		  448 		  448
05294 		 50548 		  827 		  827
05294 		 50569 		  622 		  622
05294 		 50583 		  640 		  640
05294 		 99991 		  147 		  147
05294 		 99992 		  441 		  441
05294 		 99993 		  868 		  868
05294 		 99994 		  334 		  334
05295 		 00001 		  1727 		  2053
05295 		 00002 		  485 		  485
05295 		 00754 		  567 		  567
05295 		 00770 		  582 		  582
05295 		 01098 		  170 		  170
05295 		 02016 		  281 		  281
05295 		 02027 		  73 		  73
05295 		 02032 		  40 		  40
05295 		 02035 		  179 		  179
05295 		 02040 		  247 		  247
05295 		 02062 		  189 		  189
05295 		 02079 		  315 		  315
05295 		 02083 		  350 		  350
05295 		 02087 		  256 		  256
05295 		 02094 		  270 		  270
05295 		 02098 		  288 		  288
05295 		 02104 		  342 		  342
05295 		 02114 		  139 		  139
05295 		 02117 		  118 		  118
05295 		 02127 		  235 		  235
05295 		 02135 		  258 		  258
05295 		 02137 		  129 		  129
05295 		 02143 		  166 		  166
05295 		 02152 		  165 		  165
05295 		 02157 		  199 		  199
05295 		 02160 		  130 		  136
05295 		 02178 		  291 		  291
05295 		 02182 		  331 		  331
05295 		 02193 		  358 		  358
05295 		 02195 		  365 		  365
05295 		 02205 		  260 		  260
05295 		 02212 		  364 		  364
05295 		 02216 		  391 		  391
05295 		 02223 		  381 		  381
05295 		 02234 		  418 		  418
05295 		 02236 		  404 		  404
05295 		 02243 		  80 		  80
05295 		 02246 		  44 		  44
05295 		 02251 		  61 		  61
05295 		 02258 		  83 		  83
05295 		 02262 		  161 		  161
05295 		 02263 		  115 		  115
05295 		 02264 		  111 		  111
05295 		 02279 		  200 		  200
05295 		 02282 		  167 		  167
05295 		 02283 		  179 		  179
05295 		 02294 		  239 		  239
05295 		 02296 		  73 		  73
05295 		 02303 		  88 		  88
05295 		 02305 		  118 		  118
05295 		 02311 		  157 		  161
05295 		 02312 		  180 		  182
05295 		 02317 		  103 		  103
05295 		 02320 		  106 		  106
05295 		 02324 		  131 		  131
05295 		 02325 		  128 		  128
05295 		 02328 		  261 		  261
05295 		 02332 		  170 		  170
05295 		 02342 		  240 		  240
05295 		 02347 		  268 		  268
05295 		 02348 		  367 		  367
05295 		 02373 		  290 		  290
05295 		 02375 		  319 		  319
05295 		 02376 		  238 		  238
05295 		 02380 		  295 		  295
05295 		 02383 		  210 		  210
05295 		 02394 		  269 		  269
05295 		 02403 		  324 		  324
05295 		 02432 		  250 		  250
05295 		 02453 		  326 		  326
05295 		 02466 		  382 		  382
05295 		 02472 		  277 		  277
05295 		 02476 		  304 		  304
05295 		 02490 		  356 		  356
05295 		 02494 		  356 		  356
05295 		 02505 		  414 		  414
05295 		 02511 		  356 		  356
05295 		 02513 		  373 		  373
05295 		 02530 		  431 		  431
05295 		 02539 		  398 		  398
05295 		 02540 		  403 		  403
05295 		 02542 		  382 		  382
05295 		 02551 		  387 		  387
05295 		 02560 		  344 		  344
05295 		 02563 		  362 		  362
05295 		 02566 		  240 		  240
05295 		 02590 		  352 		  352
05295 		 02593 		  337 		  337
05295 		 02597 		  128 		  128
05295 		 02610 		  101 		  101
05295 		 02615 		  165 		  165
05295 		 02620 		  329 		  329
05295 		 05066 		  39 		  39
05295 		 05108 		  232 		  232
05295 		 05294 		  519 		  519
05295 		 05296 		  24 		  24
05295 		 50541 		  424 		  424
05295 		 50547 		  334 		  334
05295 		 50548 		  191 		  191
05295 		 50569 		  111 		  111
05295 		 50583 		  518 		  518
05295 		 99991 		  461 		  461
05295 		 99992 		  121 		  121
05295 		 99993 		  180 		  180
05295 		 99994 		  403 		  403
05296 		 00001 		  1712 		  2038
05296 		 00002 		  505 		  505
05296 		 00754 		  587 		  587
05296 		 00770 		  562 		  562
05296 		 01098 		  171 		  171
05296 		 02016 		  300 		  300
05296 		 02027 		  93 		  93
05296 		 02032 		  59 		  59
05296 		 02035 		  199 		  199
05296 		 02040 		  267 		  267
05296 		 02062 		  209 		  209
05296 		 02079 		  335 		  335
05296 		 02083 		  369 		  369
05296 		 02087 		  276 		  276
05296 		 02094 		  290 		  290
05296 		 02098 		  308 		  308
05296 		 02104 		  362 		  362
05296 		 02114 		  158 		  158
05296 		 02117 		  138 		  138
05296 		 02127 		  255 		  255
05296 		 02135 		  278 		  278
05296 		 02137 		  149 		  149
05296 		 02143 		  186 		  186
05296 		 02152 		  185 		  185
05296 		 02157 		  219 		  219
05296 		 02160 		  149 		  154
05296 		 02178 		  311 		  311
05296 		 02182 		  351 		  351
05296 		 02193 		  378 		  378
05296 		 02195 		  385 		  385
05296 		 02205 		  280 		  280
05296 		 02212 		  384 		  384
05296 		 02216 		  410 		  410
05296 		 02223 		  401 		  401
05296 		 02234 		  438 		  438
05296 		 02236 		  424 		  424
05296 		 02243 		  88 		  88
05296 		 02246 		  31 		  31
05296 		 02251 		  60 		  60
05296 		 02258 		  81 		  81
05296 		 02262 		  149 		  149
05296 		 02263 		  97 		  97
05296 		 02264 		  186 		  186
05296 		 02279 		  188 		  188
05296 		 02282 		  155 		  155
05296 		 02283 		  166 		  166
05296 		 02294 		  221 		  221
05296 		 02296 		  72 		  72
05296 		 02303 		  113 		  113
05296 		 02305 		  116 		  116
05296 		 02311 		  177 		  179
05296 		 02312 		  218 		  218
05296 		 02317 		  101 		  101
05296 		 02320 		  103 		  103
05296 		 02324 		  129 		  129
05296 		 02325 		  262 		  262
05296 		 02328 		  247 		  247
05296 		 02332 		  198 		  198
05296 		 02342 		  279 		  279
05296 		 02347 		  307 		  307
05296 		 02348 		  373 		  373
05296 		 02373 		  294 		  294
05296 		 02375 		  322 		  322
05296 		 02376 		  224 		  224
05296 		 02380 		  282 		  282
05296 		 02383 		  237 		  237
05296 		 02394 		  255 		  255
05296 		 02403 		  310 		  310
05296 		 02432 		  232 		  232
05296 		 02453 		  307 		  307
05296 		 02466 		  363 		  363
05296 		 02472 		  258 		  258
05296 		 02476 		  285 		  285
05296 		 02490 		  337 		  337
05296 		 02494 		  337 		  337
05296 		 02505 		  396 		  396
05296 		 02511 		  337 		  337
05296 		 02513 		  354 		  354
05296 		 02530 		  412 		  412
05296 		 02539 		  404 		  404
05296 		 02540 		  410 		  410
05296 		 02542 		  389 		  389
05296 		 02551 		  393 		  393
05296 		 02560 		  347 		  347
05296 		 02563 		  652 		  652
05296 		 02566 		  242 		  242
05296 		 02590 		  339 		  339
05296 		 02593 		  323 		  323
05296 		 02597 		  126 		  126
05296 		 02610 		  99 		  99
05296 		 02615 		  185 		  185
05296 		 02620 		  334 		  334
05296 		 05066 		  59 		  59
05296 		 05108 		  266 		  266
05296 		 05294 		  501 		  501
05296 		 05295 		  24 		  24
05296 		 50541 		  444 		  444
05296 		 50547 		  354 		  354
05296 		 50548 		  211 		  211
05296 		 50569 		  130 		  130
05296 		 50583 		  539 		  539
05296 		 99991 		  445 		  445
05296 		 99992 		  108 		  108
05296 		 99993 		  200 		  200
05296 		 99994 		  423 		  423
50541 		 00001 		  1434 		  1697
50541 		 00002 		  120 		  120
50541 		 00754 		  162 		  162
50541 		 00770 		  312 		  312
50541 		 01098 		  710 		  710
50541 		 02016 		  235 		  235
50541 		 02027 		  378 		  378
50541 		 02032 		  392 		  392
50541 		 02035 		  301 		  301
50541 		 02040 		  231 		  231
50541 		 02062 		  265 		  265
50541 		 02079 		  192 		  192
50541 		 02083 		  162 		  162
50541 		 02087 		  218 		  218
50541 		 02094 		  172 		  172
50541 		 02098 		  146 		  146
50541 		 02104 		  88 		  88
50541 		 02114 		  314 		  314
50541 		 02117 		  326 		  326
50541 		 02127 		  202 		  202
50541 		 02135 		  224 		  224
50541 		 02137 		  348 		  348
50541 		 02143 		  315 		  315
50541 		 02152 		  283 		  283
50541 		 02157 		  241 		  241
50541 		 02160 		  288 		  288
50541 		 02178 		  195 		  195
50541 		 02182 		  103 		  103
50541 		 02193 		  75 		  75
50541 		 02195 		  92 		  92
50541 		 02205 		  180 		  180
50541 		 02212 		  83 		  83
50541 		 02216 		  105 		  105
50541 		 02223 		  52 		  52
50541 		 02234 		  73 		  73
50541 		 02236 		  59 		  59
50541 		 02243 		  383 		  383
50541 		 02246 		  431 		  431
50541 		 02251 		  398 		  398
50541 		 02258 		  420 		  420
50541 		 02262 		  504 		  504
50541 		 02263 		  467 		  467
50541 		 02264 		  447 		  447
50541 		 02279 		  427 		  427
50541 		 02282 		  451 		  451
50541 		 02283 		  440 		  440
50541 		 02294 		  576 		  576
50541 		 02296 		  387 		  387
50541 		 02303 		  345 		  345
50541 		 02305 		  342 		  342
50541 		 02311 		  262 		  262
50541 		 02312 		  244 		  244
50541 		 02317 		  403 		  403
50541 		 02320 		  383 		  383
50541 		 02324 		  338 		  338
50541 		 02325 		  465 		  465
50541 		 02328 		  450 		  450
50541 		 02332 		  308 		  308
50541 		 02342 		  210 		  210
50541 		 02347 		  182 		  182
50541 		 02348 		  114 		  114
50541 		 02373 		  201 		  201
50541 		 02375 		  149 		  149
50541 		 02376 		  427 		  427
50541 		 02380 		  330 		  330
50541 		 02383 		  307 		  307
50541 		 02394 		  394 		  394
50541 		 02403 		  514 		  514
50541 		 02432 		  629 		  629
50541 		 02453 		  554 		  554
50541 		 02466 		  546 		  546
50541 		 02472 		  540 		  540
50541 		 02476 		  510 		  510
50541 		 02490 		  550 		  550
50541 		 02494 		  465 		  465
50541 		 02505 		  405 		  405
50541 		 02511 		  523 		  523
50541 		 02513 		  506 		  506
50541 		 02530 		  488 		  488
50541 		 02539 		  81 		  81
50541 		 02540 		  117 		  117
50541 		 02542 		  97 		  97
50541 		 02551 		  143 		  143
50541 		 02560 		  174 		  174
50541 		 02563 		  220 		  220
50541 		 02566 		  291 		  291
50541 		 02590 		  320 		  320
50541 		 02593 		  328 		  328
50541 		 02597 		  331 		  331
50541 		 02610 		  401 		  401
50541 		 02615 		  289 		  289
50541 		 02620 		  146 		  146
50541 		 05066 		  401 		  401
50541 		 05108 		  522 		  522
50541 		 05294 		  364 		  364
50541 		 05295 		  424 		  424
50541 		 05296 		  444 		  444
50541 		 50547 		  90 		  91
50541 		 50548 		  334 		  334
50541 		 50569 		  371 		  371
50541 		 50583 		  171 		  171
50541 		 99991 		  450 		  450
50541 		 99992 		  546 		  546
50541 		 99993 		  302 		  302
50541 		 99994 		  59 		  59
50547 		 00001 		  1498 		  1786
50547 		 00002 		  127 		  127
50547 		 00754 		  209 		  210
50547 		 00770 		  396 		  396
50547 		 01098 		  510 		  510
50547 		 02016 		  146 		  146
50547 		 02027 		  284 		  284
50547 		 02032 		  302 		  302
50547 		 02035 		  212 		  212
50547 		 02040 		  141 		  141
50547 		 02062 		  175 		  175
50547 		 02079 		  103 		  103
50547 		 02083 		  71 		  71
